bacteria_phylum	bacteria_class	bacteria_order	bacteria_family	bacteria_genus	bacteria_species	bacteria_asv	fungi_phylum	fungi_class	fungi_order	fungi_family	fungi_genus	fungi_species	fungi_asv
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Xanthomonadales;D_4__Xanthomonadaceae;D_5__Pseudoxanthomonas;D_6__Unclassified;ASV_b1965958e905f3d3e6fbaf4a429fada1	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Firmicutes;D_2__Bacilli;D_3__Bacillales;D_4__Planococcaceae;D_5__Psychrobacillus;D_6__Unclassified;ASV_f91c9cd5a86744bb2adec48e8e872c8c	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Chitinophagales;D_4__Chitinophagaceae;D_5__Terrimonas;D_6__Unclassified;ASV_fbae63c2428a7a96eb2b4de41a21cfb8	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhizobiales;D_4__Xanthobacteraceae;D_5__Pseudolabrys;D_6__Unclassified;ASV_ea3eb7dfea62ed9856b8bde97e13abd0	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Actinobacteria;D_2__Actinobacteria;D_3__Micromonosporales;D_4__Micromonosporaceae;D_5__Unclassified;D_6__Unclassified;ASV_4b939183916f87897590bdacb5b696d7	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Chloroflexi;D_2__KD4-96;D_3__Unclassified;D_4__Unclassified;D_5__Unclassified;D_6__Unclassified;ASV_495d659a7d0dfb00daa8043741350640	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Pseudomonadales;D_4__Moraxellaceae;D_5__Unclassified;D_6__Unclassified;ASV_8591a3e0dfb1c2f4d955bd59ccc736c1	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Chitinophagales;D_4__Chitinophagaceae;D_5__Terrimonas;D_6__Unclassified;ASV_c5d66044851e794f15fe26135d7d0bcc	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Sphingobacteriales;D_4__Sphingobacteriaceae;D_5__Pedobacter;D_6__Unclassified;ASV_e0a51cd119b4e09e352af2b173367a28	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Chloroflexi;D_2__Anaerolineae;D_3__SBR1031;D_4__Unclassified;D_5__Unclassified;D_6__Unclassified;ASV_0cb31f583b3b1bc29f12bf7d21926873	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Chitinophagales;D_4__Chitinophagaceae;D_5__Terrimonas;D_6__Unclassified;ASV_5bfcc002e52def874a40d18c19d3a220	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Xanthomonadales;D_4__Xanthomonadaceae;D_5__Arenimonas;D_6__Unclassified;ASV_70c53d0a4201039f9a2ff69cfa551f51	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Proteobacteria;D_2__Deltaproteobacteria;D_3__Myxococcales;D_4__Haliangiaceae;D_5__Haliangium;D_6__Unclassified;ASV_b5c5b431857baefe6a4660f864d90cab	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Gemmatimonadetes;D_2__Gemmatimonadetes;D_3__Gemmatimonadales;D_4__Gemmatimonadaceae;D_5__Unclassified;D_6__Unclassified;ASV_2a9f0ca13bb90af749d9d3194a37524a	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Nitrospirae;D_2__Nitrospira;D_3__Nitrospirales;D_4__Nitrospiraceae;D_5__Nitrospira;D_6__Unclassified;ASV_5ede1f10e1f9608def130abd1649aefd	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Acidobacteria;D_2__Subgroup 6;D_3__Unclassified;D_4__Unclassified;D_5__Unclassified;D_6__Unclassified;ASV_992b9d5a6468ce867f49ea9345f38983	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Chitinophagales;D_4__37-13;D_5__Unclassified;D_6__Unclassified;ASV_33686b4b110f35cc770e3a2bac29c33b	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhizobiales;D_4__Xanthobacteraceae;D_5__Unclassified;D_6__Unclassified;ASV_5cf055ec9b95191fed518f351731da3d	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Actinobacteria;D_2__Actinobacteria;D_3__Micromonosporales;D_4__Micromonosporaceae;D_5__Actinoplanes;D_6__Unclassified;ASV_b1c4bd36bd7e196345ada6b430068a06	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhizobiales;D_4__Beijerinckiaceae;D_5__Unclassified;D_6__Unclassified;ASV_67d37ac789df9d92804176b8669b6881	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Verrucomicrobia;D_2__Verrucomicrobiae;D_3__Chthoniobacterales;D_4__Chthoniobacteraceae;D_5__Chthoniobacter;D_6__Unclassified;ASV_9beb5625b77371f1a6f9115078ef0ae2	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Chloroflexi;D_2__KD4-96;D_3__Unclassified;D_4__Unclassified;D_5__Unclassified;D_6__Unclassified;ASV_ba7ab3396fa068d3417e3a9884d17a87	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Diplorickettsiales;D_4__Diplorickettsiaceae;D_5__Aquicella;D_6__Unclassified;ASV_f50ea329d88ff2292f1d8e2d1581a71c	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhizobiales;D_4__Rhizobiaceae;D_5__Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium;D_6__Unclassified;ASV_396bc09a4dbbb31c5654cdc994fe92bb	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Cytophagales;D_4__Hymenobacteraceae;D_5__Hymenobacter;D_6__Unclassified;ASV_fa0f25420374100a42447eb0fffad41b	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Actinobacteria;D_2__Actinobacteria;D_3__Corynebacteriales;D_4__Mycobacteriaceae;D_5__Mycobacterium;D_6__Unclassified;ASV_73e8a530f79f75a84f889acbf3e20031	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Chitinophagales;D_4__Chitinophagaceae;D_5__Unclassified;D_6__Unclassified;ASV_8def8843ea839279634febe5f89f766a	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Cytophagales;D_4__Spirosomaceae;D_5__Dyadobacter;D_6__Unclassified;ASV_121b7b5a4e90a59307dbfee6e8bcfea4	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Gammaproteobacteria Incertae Sedis;D_4__Unknown Family;D_5__Acidibacter;D_6__Unclassified;ASV_e802cb121c599f35c566062e6bffadbb	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhizobiales;D_4__Rhizobiaceae;D_5__Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium;D_6__Unclassified;ASV_1a0acebadf5e242f9e5279efb3a36654	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Flavobacteriales;D_4__Flavobacteriaceae;D_5__Flavobacterium;D_6__Unclassified;ASV_840088a5482104f0b40eb48cd8336678	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Actinobacteria;D_2__MB-A2-108;D_3__Unclassified;D_4__Unclassified;D_5__Unclassified;D_6__Unclassified;ASV_e2cd1b3ca25e8c2d6d041fd464310488	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Planctomycetes;D_2__Phycisphaerae;D_3__Tepidisphaerales;D_4__WD2101 soil group;D_5__Unclassified;D_6__Unclassified;ASV_32f43fa8bdcdabb606a75ff534007ac6	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Verrucomicrobia;D_2__Verrucomicrobiae;D_3__Pedosphaerales;D_4__Pedosphaeraceae;D_5__Unclassified;D_6__Unclassified;ASV_61e410c38cfc98028aa4ce9647d209dd	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhizobiales;D_4__Kaistiaceae;D_5__Kaistia;D_6__Unclassified;ASV_09283b6630de0d17884990bbe9a5df2d	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Reyranellales;D_4__Reyranellaceae;D_5__Reyranella;D_6__Unclassified;ASV_b47daff8f51bd84fa398dcdc4a42366d	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Actinobacteria;D_2__Actinobacteria;D_3__Micrococcales;D_4__Intrasporangiaceae;D_5__Oryzihumus;D_6__Unclassified;ASV_6eeff9b3c65a674b91915163d5ebcd6d	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Sphingobacteriales;D_4__Sphingobacteriaceae;D_5__Mucilaginibacter;D_6__Unclassified;ASV_4e1cf44b1210ac56994f589493701850	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Chitinophagales;D_4__Chitinophagaceae;D_5__Terrimonas;D_6__Unclassified;ASV_6318f2c4e6a29545fbc13c4fe0f12c37	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Caulobacterales;D_4__Caulobacteraceae;D_5__Caulobacter;D_6__Unclassified;ASV_55f9422f9fb496aa5f9f989889f7c2f8	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Actinobacteria;D_2__Thermoleophilia;D_3__Solirubrobacterales;D_4__67-14;D_5__Unclassified;D_6__Unclassified;ASV_9d322e73cacbe9ce5e5c09ef3b22f352	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Flavobacteriales;D_4__Crocinitomicaceae;D_5__Fluviicola;D_6__Unclassified;ASV_73451b0f6503cb59b7686b594361bb3b	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Cytophagales;D_4__Microscillaceae;D_5__Unclassified;D_6__Unclassified;ASV_cad954cae01f6c09fae8fad0eed096b5	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Chloroflexi;D_2__TK10;D_3__Unclassified;D_4__Unclassified;D_5__Unclassified;D_6__Unclassified;ASV_e5b4fe67c652071fb92d8241fc17a56b	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Proteobacteria;D_2__Deltaproteobacteria;D_3__Myxococcales;D_4__Haliangiaceae;D_5__Haliangium;D_6__Unclassified;ASV_860b5b24142710497b00ec15a1760347	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Acidobacteria;D_2__Subgroup 6;D_3__Unknown Order;D_4__Unknown Family;D_5__Vicinamibacter;D_6__Unclassified;ASV_828de7cf20f7f14c0ac282e28933e91d	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Acidobacteria;D_2__Subgroup 6;D_3__Unclassified;D_4__Unclassified;D_5__Unclassified;D_6__Unclassified;ASV_4177ce8558fd43e7e1f890599aae30b1	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Betaproteobacteriales;D_4__Burkholderiaceae;D_5__Massilia;D_6__Unclassified;ASV_6d6170d9e30e593ab4aa79a284a73f32	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Actinobacteria;D_2__Actinobacteria;D_3__Corynebacteriales;D_4__Mycobacteriaceae;D_5__Mycobacterium;D_6__Unclassified;ASV_73bcd2fa3efcfa731430360987bece41	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Actinobacteria;D_2__Actinobacteria;D_3__Micrococcales;D_4__Micrococcaceae;D_5__Arthrobacter;D_6__Unclassified;ASV_7b3ba3afe729f8dbcb5bc3ff3fed869f	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Chloroflexi;D_2__KD4-96;D_3__Unclassified;D_4__Unclassified;D_5__Unclassified;D_6__Unclassified;ASV_87478e4c8f46493f13867f9a55b1580a	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Firmicutes;D_2__Bacilli;D_3__Bacillales;D_4__Bacillaceae;D_5__Bacillus;D_6__Unclassified;ASV_1712836b472b99cf4c23c654e4504d49	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Sphingomonadales;D_4__Sphingomonadaceae;D_5__Novosphingobium;D_6__Unclassified;ASV_2afd80d2e252fd4c749554f2b4b80c59	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rickettsiales;D_4__SM2D12;D_5__Unclassified;D_6__Unclassified;ASV_13cacf6d9a4d7c592f4d3918bbc0a6c6	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Actinobacteria;D_2__Actinobacteria;D_3__Micrococcales;D_4__Microbacteriaceae;D_5__Microbacterium;D_6__Unclassified;ASV_d7f1dbf780e2bacc82a563f05658ddc6	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__R7C24;D_4__Unclassified;D_5__Unclassified;D_6__Unclassified;ASV_c2aa3f75ebafd251139897c5c78a8d28	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Flavobacteriales;D_4__Flavobacteriaceae;D_5__Flavobacterium;D_6__Unclassified;ASV_539458a8f2264a24b9d96541ef84d187	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Proteobacteria;D_2__Deltaproteobacteria;D_3__Myxococcales;D_4__bacteriap25;D_5__Unclassified;D_6__Unclassified;ASV_9011cef7915c08896b9ea6093eabd0d4	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Enterobacteriales;D_4__Enterobacteriaceae;D_5__Unclassified;D_6__Unclassified;ASV_a547ca2a10fb260bf3e2607cc0a8c011	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Firmicutes;D_2__Bacilli;D_3__Bacillales;D_4__Paenibacillaceae;D_5__Paenibacillus;D_6__Unclassified;ASV_895e54471d9d7d20832f7bac072b0b3a	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhizobiales;D_4__Beijerinckiaceae;D_5__Unclassified;D_6__Unclassified;ASV_605613fcdadea2177c63d0f0cc5e2121	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Chitinophagales;D_4__Chitinophagaceae;D_5__Unclassified;D_6__Unclassified;ASV_a7a1b8832646363c3ff906dcbdde7e9d	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhizobiales;D_4__Rhodomicrobiaceae;D_5__Rhodomicrobium;D_6__Unclassified;ASV_91ae64c26513b2a3ed9d47011de6179a	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Caulobacterales;D_4__Caulobacteraceae;D_5__Caulobacter;D_6__Unclassified;ASV_1efb121c366620115d9c2867845a1dbc	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Cytophagales;D_4__Cytophagaceae;D_5__Cytophaga;D_6__Unclassified;ASV_5115e830102a77b9248b6850a6fc5e45	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhizobiales;D_4__Rhizobiaceae;D_5__Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium;D_6__Unclassified;ASV_af01fd856e8b38c361d81482cc4ed2d3	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Cytophagales;D_4__Hymenobacteraceae;D_5__Hymenobacter;D_6__Unclassified;ASV_cc550e1aad40ff808225b7158bd34871	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Verrucomicrobia;D_2__Verrucomicrobiae;D_3__Chthoniobacterales;D_4__Chthoniobacteraceae;D_5__Candidatus Udaeobacter;D_6__Unclassified;ASV_6ac975f11dd45803764d82d86ca11f3c	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Legionellales;D_4__Legionellaceae;D_5__Legionella;D_6__Unclassified;ASV_7c78450692e7f9567a71cdf5027aa6ba	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Actinobacteria;D_2__Actinobacteria;D_3__Frankiales;D_4__Frankiaceae;D_5__Frankia;D_6__Unclassified;ASV_95f5bf7ef64a86beabda4fe0fd06addd	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Betaproteobacteriales;D_4__Burkholderiaceae;D_5__Rhizobacter;D_6__Unclassified;ASV_55023b0bb03c23383f93e55ad3a8b452	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Gammaproteobacteria Incertae Sedis;D_4__Unknown Family;D_5__Acidibacter;D_6__Unclassified;ASV_5ebcbd98cf7315bf15df0576e2426875	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Actinobacteria;D_2__Actinobacteria;D_3__Micrococcales;D_4__Intrasporangiaceae;D_5__Phycicoccus;D_6__Unclassified;ASV_7ad8963298f91aa7eb43b805d0bc1f43	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Sphingobacteriales;D_4__Sphingobacteriaceae;D_5__Mucilaginibacter;D_6__Unclassified;ASV_401bfd30dcacc2a365bf300fd4052d12	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Cytophagales;D_4__Hymenobacteraceae;D_5__Hymenobacter;D_6__Unclassified;ASV_b32dfa5aa72afdd1eafc73979b087108	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Actinobacteria;D_2__Thermoleophilia;D_3__Solirubrobacterales;D_4__67-14;D_5__Unclassified;D_6__Unclassified;ASV_2602efd01cf31464b177f78962d8c561	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Steroidobacterales;D_4__Steroidobacteraceae;D_5__Unclassified;D_6__Unclassified;ASV_e707466124be1b971294636c0b860afb	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Xanthomonadales;D_4__Rhodanobacteraceae;D_5__Dyella;D_6__Unclassified;ASV_6b33b8209dc89791d5f8e36db2852f3e	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Actinobacteria;D_2__Acidimicrobiia;D_3__Microtrichales;D_4__Iamiaceae;D_5__Iamia;D_6__Unclassified;ASV_8ab300c9b15b59d12f53c66b441d3100	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Actinobacteria;D_2__Actinobacteria;D_3__Micromonosporales;D_4__Micromonosporaceae;D_5__Luedemannella;D_6__Unclassified;ASV_3eb65138a54f9083b43eb39e626e6de1	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhizobiales;D_4__A0839;D_5__Unclassified;D_6__Unclassified;ASV_7b563033109284986b83f78934d4054d	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Proteobacteria;D_2__Deltaproteobacteria;D_3__Myxococcales;D_4__Haliangiaceae;D_5__Haliangium;D_6__Unclassified;ASV_e605ea5d8664f207639169317ebf8eac	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhizobiales;D_4__Rhizobiaceae;D_5__Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium;D_6__Unclassified;ASV_c4571bdbb961dba1c1e55dfb7564c2c3	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Chitinophagales;D_4__Chitinophagaceae;D_5__Unclassified;D_6__Unclassified;ASV_729af6a0d7c80e8fdc2517aa78bca5fe	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Betaproteobacteriales;D_4__Rhodocyclaceae;D_5__Zoogloea;D_6__Unclassified;ASV_ce510abfd5ae1d7ae99ad86f9b0375e6	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Actinobacteria;D_2__Thermoleophilia;D_3__Solirubrobacterales;D_4__Solirubrobacteraceae;D_5__Conexibacter;D_6__Unclassified;ASV_22732fa2ced1f740df9f7c91adb2909d	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Chitinophagales;D_4__Chitinophagaceae;D_5__Unclassified;D_6__Unclassified;ASV_7de5459988b17895d6109ad7efba3bee	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhizobiales;D_4__Rhodomicrobiaceae;D_5__Rhodomicrobium;D_6__Unclassified;ASV_a4827d1138d4da2ed76a6731ae6e1721	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Verrucomicrobia;D_2__Verrucomicrobiae;D_3__Chthoniobacterales;D_4__Xiphinematobacteraceae;D_5__Candidatus Xiphinematobacter;D_6__Unclassified;ASV_104670bb36d0bde9414013896ebf7b1f	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Chitinophagales;D_4__Chitinophagaceae;D_5__Terrimonas;D_6__Unclassified;ASV_48f659dc6f3f2fb42184cffd451887b8	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Actinobacteria;D_2__Thermoleophilia;D_3__Solirubrobacterales;D_4__67-14;D_5__Unclassified;D_6__Unclassified;ASV_a40ef4cbd2f4ddfad81f712d0ba89050	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhodobacterales;D_4__Rhodobacteraceae;D_5__Unclassified;D_6__Unclassified;ASV_1163b469279512791019399d304f4744	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Actinobacteria;D_2__Actinobacteria;D_3__Streptosporangiales;D_4__Streptosporangiaceae;D_5__Nonomuraea;D_6__Unclassified;ASV_8ceb6f13a4fc265c16e5f6fd551a9da8	NA	NA	NA	NA	NA	NA	NA
